id,hotelName,location,price,link,description,rating,reviews,star
609,Kaja Villa,Ubud,1944000,https://www.booking.com/hotel/id/kaja-villa.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=609&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151722&all_sr_blocks=556536104_256632100_0_41_0_453623&highlighted_blocks=556536104_256632100_0_41_0_453623&matching_block_id=556536104_256632100_0_41_0_453623&sr_pri_blocks=556536104_256632100_0_41_0_453623_194400000&from=searchresults,"Reliable info:Guests say the description and photos for this property are very accurate. Elegant Accommodation: Kaja Villa in Ubud offers a recently renovated villa with an infinity swimming pool, lush garden, terrace, and free WiFi. Guests enjoy free use of bicycles, a private check-in and check-out service, and a tour desk. Comfortable Amenities: The property features air-conditioning, private bathrooms, balconies with garden or pool views, and a work desk. Additional amenities include a minibar, streaming services, and a yoga studio. Delightful Dining: Breakfast options include continental, American, à la carte, halal, and Asian. Fresh pancakes and fruits are served daily. Prime Location: Located 43 km from Ngurah Rai International Airport, Kaja Villa is near attractions such as Tegallalang Rice Terrace (7 km) and Ubud Palace (13 km). Guests appreciate the convenience for nature trips and scenic views. Solo travellers particularly like the location — they rated it 8.9 for a one-person stay.",8.7,324.0,4.0
610,Le Yanandra Bali Resort,"Balangan, Jimbaran (Balangan)",1507367,https://www.booking.com/hotel/id/le-yanandra.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=610&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151722&all_sr_blocks=153033407_0_1_1_0&highlighted_blocks=153033407_0_1_1_0&matching_block_id=153033407_0_1_1_0&sr_pri_blocks=153033407_0_1_1_0__150736730&from=searchresults,"Featuring free WiFi and a restaurant, Le Yanandra Bali Resort offers a peaceful accommodation in Jimbaran, 1.7 km from The Rock Bar. Guests can enjoy the on-site bar. Boasting Balinese bungalows with white stone and coconut wood, Le Yanandra Bali Resort features a seating area where you can relax. Some rooms include views of the pool or garden. Every room comes with a private bathroom equipped with a bath or shower. Guests can enjoy continental breakfast with homemade bread and cakes, accompanied by delicious jams. The property also serves dinner. The property is 5 minutes from the Balangan Beach. The nearest airport is Ngurah Rai International Airport, 30 minutes from Le Yanandra Bali Resort. .",8.8,243.0,4.0
611,Sunday Hotel Sunset Road Near Trans Studio Mall,"Imam Bonjol, Legian (Sunset Road)",463388,https://www.booking.com/hotel/id/sunday-sunset-road-near-trans-studio-mall.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=611&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151722&all_sr_blocks=1384012304_417175277_2_0_0&highlighted_blocks=1384012304_417175277_2_0_0&matching_block_id=1384012304_417175277_2_0_0&sr_pri_blocks=1384012304_417175277_2_0_0__46338750&from=searchresults,"Comfortable Accommodations: Sunday Hotel Sunset Road Near Trans Studio Mall in Denpasar offers family rooms with air-conditioning, private bathrooms, and balconies. Each room includes a tea and coffee maker, TV, and free WiFi. Leisure Facilities: Guests can relax in the year-round outdoor swimming pool, lush garden, and outdoor seating area. Additional amenities include a lounge, business area, and meeting rooms. Convenient Location: Located 5 km from Ngurah Rai International Airport, the hotel is near attractions such as Kuta Beach (2.7 km) and Kuta Square (3.2 km). Free on-site private parking is available.",7.2,9.0,
612,"The Lokha Ubud Resort, Villas & SPA","Sambahan, Ubud (Sambahan)",2781536,https://www.booking.com/hotel/id/the-lokha-ubud.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=612&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151722&all_sr_blocks=87967001_0_1_1_0&highlighted_blocks=87967001_0_1_1_0&matching_block_id=87967001_0_1_1_0&sr_pri_blocks=87967001_0_1_1_0__278153640&from=searchresults,"Experience world-class service at The Lokha Ubud Resort, Villas & SPA Housing a bar and a restaurant, The Lokha Ubud Resort, Villas & SPA offers a tranquil riverside retreat a 10-minute drive from Elephant Safari Park. The resort features an outdoor pool, spa and a gym on site. Free Wi-Fi is accessible in public areas. The property also offers free shuttle service to Central Ubud area, free daily afternoon tea, free use of bicycles and activities like trekking, village walk, fruit carving, and many more. The Lokha Ubud Resort, Villas & SPA is a 25-minute drive from central Ubud and a 90-minute drive from Ngurah Rai International Airport. Offering views of Ubud's tropical terrain, each spacious unit tastefully blends contemporary designs with traditional Balinese touches. They are fitted with elegant teak furnishings and local artistry. Amenities include a safe, refrigerated minibar and a flat-screen cable TV with DVD player, while the a lavish bathtub, overhead rain shower and a complete set of toiletries are included in each en suite bathroom. Leisurely afternoons can be spent enjoying a quiet read in the library or lounging by the pool, while kids can play in the kids' club. Guests can check emails in the business centre and make use of the meeting/banquet facilities. Airport transfers and vehicle rentals can be arranged for guests' travel needs. Offering room service, Bukit Cinta Restaurant serves a spread of international delights. Solo travellers particularly like the location — they rated it 8.4 for a one-person stay.",9.0,358.0,5.0
613,Sanctoo Suites & Villas,Gianyar,2365342,https://www.booking.com/hotel/id/the-sanctoo-villa.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=613&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151722&all_sr_blocks=154446122_0_1_1_0&highlighted_blocks=154446122_0_1_1_0&matching_block_id=154446122_0_1_1_0&sr_pri_blocks=154446122_0_1_1_0__236534238&from=searchresults,"Get the celebrity treatment with world-class service at Sanctoo Suites & Villas Sanctoo Suites & Villas offers accommodation in Singapadu, a village to the south of Ubud. It features a private outdoor pool, a sauna and a spa centre with views of the valley and rice fields. Free parking and free WiFi access are provided. The modern accommodation with traditional ethnic design features air conditioning and a cable flat-screen TV with a DVD player. Each villa has a terrace and a dining area and the kitchenette is equipped with a microwave and tea/coffee making facilities. The private bathroom comes with a bath, bath robes, and free toiletries. Breakfast, barbecue and afternoon tea can be arranged in the villa or in the restaurant. Romantic dinner under the stars or private gatherings can also be arranged. Other activities include yoga, cycling and trekking. Central Ubud is a 15-minute drive away. The nearest airport is Ngurah Rai Airport, 29 km from the property. Solo travellers particularly like the location — they rated it 8.5 for a one-person stay.",8.9,145.0,5.0
614,Aston Canggu Beach Resort,Canggu,1662347,https://www.booking.com/hotel/id/aston-canggu-beach-resort.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=614&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151722&all_sr_blocks=220844201_0_1_1_0&highlighted_blocks=220844201_0_1_1_0&matching_block_id=220844201_0_1_1_0&sr_pri_blocks=220844201_0_1_1_0__166234695&from=searchresults,"Just 140 metres from Batu Bolong Beach, Aston Canggu Beach Resort features free bikes, an outdoor swimming pool, a fitness centre and a garden in Canggu. The property has a bar, as well as a restaurant serving international cuisine. The accommodation offers a 24-hour front desk, airport transfers, a shared lounge and free WiFi throughout the property. The hotel will provide guests with air-conditioned rooms with a desk, a kettle, a minibar, a safety deposit box, a flat-screen TV, a terrace and a private bathroom with a shower. The units feature a wardrobe. The breakfast offers buffet, continental or American options. Echo Beach is 700 metres away, while Berawa Beach is 900 metres away. The nearest airport is Ngurah Rai International Airport, 10 km from Aston Canggu Beach Resort. Solo travellers particularly like the location — they rated it 9.2 for a one-person stay.",8.4,2113.0,4.0
615,Bumi Muwa Ubud Katiklantang,"Penestanan, Ubud (Penestanan)",871500,https://www.booking.com/hotel/id/bumi-muwa-ubud-katiklantang.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=615&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151722&all_sr_blocks=338904901_367102985_2_2_0_281298&highlighted_blocks=338904901_367102985_2_2_0_281298&matching_block_id=338904901_367102985_2_2_0_281298&sr_pri_blocks=338904901_367102985_2_2_0_281298_87150000&from=searchresults,"Comfortable Accommodations: Bumi Muwa Ubud Katiklantang in Ubud offers comfortable rooms with air-conditioning, private bathrooms, and modern amenities. Each room includes a tea and coffee maker, refrigerator, and free WiFi. Exceptional Facilities: Guests can relax on the sun terrace, enjoy the lush garden, and take a dip in the year-round outdoor swimming pool. The hotel features a family-friendly restaurant serving Indonesian, Asian, international, and European cuisines. Convenient Location: Located 34 km from Ngurah Rai International Airport, the hotel is near attractions such as Blanco Museum (2 km), Saraswati Temple (3 km), and Ubud Palace (3 km). Rafting is available in the surrounding area. Guest Satisfaction: Highly rated for its attentive staff, comfortable rooms, and convenient location, Bumi Muwa Ubud Katiklantang ensures a pleasant stay for all visitors. Show me more",8.6,770.0,3.0
616,Pulang Villas Pererenan by Nakula,"Pererenan, Canggu",4315786,https://www.booking.com/hotel/id/villa-pulang-canggu-by-nakula.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=616&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151722&all_sr_blocks=1190453603_0_1_1_0&highlighted_blocks=1190453603_0_1_1_0&matching_block_id=1190453603_0_1_1_0&sr_pri_blocks=1190453603_0_1_1_0__431578628&from=searchresults,"Elegant Accommodation: Pulang Villas Pererenan by Nakula in Pererenan offers a 4-star villa with a garden, terrace, and a year-round outdoor swimming pool. Guests enjoy free WiFi throughout the property. Comfortable Amenities: The villa features private check-in and check-out services, a lounge, housekeeping, family rooms, breakfast in the room, express check-in and check-out, and room service. Free on-site private parking is available. Prime Location: Located 20 km from Ngurah Rai International Airport, Pererenan Beach is a 12-minute walk away. Nearby attractions include Tanah Lot Temple (9 km) and Ubung Bus Station (12 km). Guests appreciate the attentive staff and excellent service.",9.6,19.0,4.0
617,Amed Sea Resort,Amed,600000,https://www.booking.com/hotel/id/amed-sea-resort.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=617&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151722&all_sr_blocks=1327324302_405328798_0_1_0&highlighted_blocks=1327324302_405328798_0_1_0&matching_block_id=1327324302_405328798_0_1_0&sr_pri_blocks=1327324302_405328798_0_1_0__60000000&from=searchresults,"Comfortable Accommodations: Amed Sea Resort in Karangasem offers comfortable rooms with private bathrooms, air-conditioning, and sea views. Each room includes a terrace, kitchenette, and modern amenities such as a refrigerator, work desk, and TV. Dining and Leisure: Guests can enjoy an on-site restaurant serving American breakfast and an outdoor swimming pool. Free private parking is available, and the hotel provides a relaxing environment with a minibar and sofa. Local Attractions: Lipah Beach is a 4-minute walk away, and Lake Batur lies 50 km from the resort. Ngurah Rai International Airport is 90 km distant. Scuba diving opportunities enhance the surrounding area.",7.4,21.0,3.0
618,Villa Sky Dancer - Bali,Amed,946396,https://www.booking.com/hotel/id/villa-sky-dancer-east-bali.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=618&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151722&all_sr_blocks=239800104_0_1_1_0&highlighted_blocks=239800104_0_1_1_0&matching_block_id=239800104_0_1_1_0&sr_pri_blocks=239800104_0_1_1_0__94639606&from=searchresults,"Beachfront Location: Villa Sky Dancer in Amed offers direct beachfront access with stunning sea views. Guests can relax by the swimming pool with a view or sun terrace, complemented by a lush garden. Comfortable Accommodations: Rooms feature air-conditioning, private bathrooms, and modern amenities such as free WiFi, minibar, and flat-screen TV. Additional facilities include a restaurant, bar, and outdoor seating area. Dining Experience: The family-friendly restaurant serves Indonesian, seafood, Asian, international, and European cuisines, including vegetarian, vegan, and gluten-free options. Guests can also enjoy barbecue grill dishes. Activities and Attractions: Activities include cycling and snorkelling. Nearby attractions include Ibus Beach (18-minute walk), Lempuyang Temple (24 km), and Tirta Gangga Water Palace (25 km). Ngurah Rai International Airport is 97 km away.",8.9,57.0,3.0
619,SOLTERRA SEMINYAK Boutique Hotel & Spa Powered by Archipelago,"Petitenget, Seminyak (Petitenget)",850000,https://www.booking.com/hotel/id/solterra-seminyak-boutique-amp-spa-powered-by-archipelago.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=619&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151722&all_sr_blocks=1302035901_403083339_2_1_0&highlighted_blocks=1302035901_403083339_2_1_0&matching_block_id=1302035901_403083339_2_1_0&sr_pri_blocks=1302035901_403083339_2_1_0__85000000&from=searchresults,"Elegant Accommodation: SOLTERRA SEMINYAK Boutique Hotel & Spa Powered by Archipelago in Seminyak offers a 4-star experience with a swimming pool with a view, fitness centre, garden, terrace, restaurant, bar, and free WiFi. Comfortable Amenities: Rooms feature air-conditioning, private bathrooms, refrigerators, work desks, free toiletries, showers, slippers, TVs, and electric kettles. Additional amenities include pool views, baths, hairdryers, and interconnected rooms. Dining Options: The hotel serves a buffet, à la carte Asian breakfast, brunch, lunch, and dinner. Guests can also enjoy room service. Prime Location: Located 12 km from Ngurah Rai International Airport, the hotel is near Batu Belig Beach (1.8 km) and Petitenget Temple (18-minute walk). Other attractions include Kuta Square and Waterbom Bali, each 9 km away. Guest Satisfaction: Highly rated for its attentive staff, comfortable rooms, and stunning swimming pool. Solo travellers particularly like the location — they rated it 9.2 for a one-person stay.",8.9,94.0,4.0
620,Shivananda Antique Villas by EPS,Ubud,769500,https://www.booking.com/hotel/id/shivananda-villa.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=620&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151722&all_sr_blocks=632164402_361895986_0_42_0_109544&highlighted_blocks=632164402_361895986_0_42_0_109544&matching_block_id=632164402_361895986_0_42_0_109544&sr_pri_blocks=632164402_361895986_0_42_0_109544_76950000&from=searchresults,"Reliable info:Guests say the description and photos for this property are very accurate. Elegant Accommodation: Shivananda Antique Villas by EPS in Ubud offers a 4-star villa with a swimming pool, sun terrace, and lush garden. Guests enjoy free WiFi, private check-in and check-out, and a paid shuttle service. Comfortable Amenities: The property features air-conditioning, a kitchenette, balcony, and private bathroom. Additional amenities include a work desk, soundproofing, and parquet floors. Free parking is available, and breakfast options include continental, American, and à la carte. Prime Location: Located 37 km from Ngurah Rai International Airport, the villa is near Ubud Palace (3.1 km), Saraswati Temple (3.3 km), and Monkey Forest Ubud (3.6 km). Guests appreciate the scenic views and proximity to nature.",8.2,211.0,4.0
621,Villa Singkenken,Kubutambahan,1620000,https://www.booking.com/hotel/id/villa-singkenken-kubutambahan1.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=621&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151722&all_sr_blocks=1067840501_379223915_1_0_0_1097685&highlighted_blocks=1067840501_379223915_1_0_0_1097685&matching_block_id=1067840501_379223915_1_0_0_1097685&sr_pri_blocks=1067840501_379223915_1_0_0_1097685_162000000&from=searchresults,"Beachfront Location: Villa Singkenken in Kubutambahan offers direct beachfront access with stunning sea views. Guests can relax on the sun terrace or in the lush garden, enjoying the year-round outdoor swimming pool. Spacious Accommodation: The villa features three bedrooms and three bathrooms, providing ample space for a comfortable stay. Each room is equipped with air-conditioning, a balcony, and a private entrance. Modern Amenities: Guests benefit from free WiFi, a fully equipped kitchen, washing machine, and a work desk. Additional facilities include a private check-in and check-out service, paid shuttle, and free on-site parking. Nearby Attractions: Kubutambahan Beach is just a few steps away, while Kintamani lies 40 km from the property. Ngurah Rai International Airport is 103 km distant. Highly rated by guests for its excellent service and amenities.",9.0,5.0,4.0
622,MAHALONA BALI STAY,Canggu,983974,https://www.booking.com/hotel/id/mahalona-bali-stay.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=622&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151722&all_sr_blocks=920708701_363677799_2_0_0_461158&highlighted_blocks=920708701_363677799_2_0_0_461158&matching_block_id=920708701_363677799_2_0_0_461158&sr_pri_blocks=920708701_363677799_2_0_0_461158_98397400&from=searchresults,"Reliable info:Guests say the description and photos for this property are very accurate. Elegant Accommodation: MAHALONA BALI STAY in Bali offers an aparthotel with a sun terrace, lush garden, and a year-round outdoor swimming pool. Guests enjoy free WiFi throughout the property. Comfortable Amenities: The aparthotel features air-conditioning, a terrace, balcony, and a fully equipped kitchen. Additional amenities include a work desk, outdoor dining area, and free toiletries. Prime Location: Located 18 km from Ngurah Rai International Airport, the aparthotel is a 19-minute walk from Batu Bolong Beach. Nearby attractions include Petitenget Temple (7 km) and Tanah Lot Temple (11 km). Guest Satisfaction: Highly rated for its attentive staff, convenient location, and excellent swimming pool. Solo travellers particularly like the location — they rated it 9.4 for a one-person stay.",8.6,468.0,4.0
623,The Grand Bakas Jungle Retreat Villa,Klungkung,900000,https://www.booking.com/hotel/id/the-grand-bakas-jungle-retreat-villa.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=623&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151722&all_sr_blocks=619664701_341267224_0_2_0&highlighted_blocks=619664701_341267224_0_2_0&matching_block_id=619664701_341267224_0_2_0&sr_pri_blocks=619664701_341267224_0_2_0__90000000&from=searchresults,"Reliable info:Guests say the description and photos for this property are accurate. Elegant Accommodation: The Grand Bakas Jungle Retreat Villa in Klungkung offers a villa with an infinity swimming pool, sun terrace, and lush garden. Guests enjoy free WiFi, massage services, and a variety of amenities including air-conditioning, private bathrooms, and a fully equipped kitchen. Comfortable Living: The property features family rooms, a picnic area, and a dining table. Additional amenities include a sofa bed, TV, electric kettle, and wardrobe. Free on-site parking is available, and the reception staff speak English. Local Attractions: Located 40 km from Ngurah Rai International Airport, the villa is near Goa Gajah (14 km), Tegenungan Waterfall (17 km), and Ubud Palace (22 km). Other attractions include Saraswati Temple and Blanco Museum, each approximately 20 km away. Solo travellers particularly like the location — they rated it 8.0 for a one-person stay.",8.0,295.0,4.0
624,Ubud Hills Villas & Resort,Ubud,5355000,https://www.booking.com/hotel/id/ubud-hills-villas-amp-resort.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=624&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151722&all_sr_blocks=555000307_205656725_0_41_0&highlighted_blocks=555000307_205656725_0_41_0&matching_block_id=555000307_205656725_0_41_0&sr_pri_blocks=555000307_205656725_0_41_0__535500000&from=searchresults,"Experience world-class service at Ubud Hills Villas & Resort Reliable info:Guests say the description and photos for this property are accurate. Elegant Accommodation: Ubud Hills Villas & Resort in Ubud offers a 5-star villa experience with an infinity swimming pool, spa facilities, sun terrace, and lush gardens. Guests enjoy free WiFi, a family-friendly restaurant, and a variety of amenities including a pool bar and coffee shop. Comfortable Living: Rooms feature air-conditioning, private bathrooms, and modern amenities such as flat-screen TVs and minibars. Additional facilities include a hot tub, terrace, and balcony with stunning views. Free on-site private parking is available for guests. Dining Experience: The resort offers a variety of dining options, including continental, American, buffet, vegetarian, and halal breakfasts. The restaurant serves lunch, dinner, and high tea in a traditional and romantic ambience, accommodating special dietary needs. Convenient Location: Located 40 km from Ngurah Rai International Airport, the resort is near attractions like Saraswati Temple and Tegallalang Rice Terrace, each 7 km away. Guests appreciate the peaceful nature-centric environment and the resort’s excellent service. Solo travellers particularly like the location — they rated it 9.4 for a one-person stay.",8.2,250.0,5.0
