id,hotelName,location,price,link,description,rating,reviews,star
295,Kusuma Resort Seminyak,"Dyanapura, Seminyak (Dyanapura)",632550,https://www.booking.com/hotel/id/kusuma-resort.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=295&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151659&all_sr_blocks=28580809_0_1_1_0&highlighted_blocks=28580809_0_1_1_0&matching_block_id=28580809_0_1_1_0&sr_pri_blocks=28580809_0_1_1_0__63255014&from=searchresults,"The cosy Kusuma Resort Seminyak is located in Seminyak, about 5 minutes' walk from Seminyak Beach. It has an outdoor pool, a restaurant and free WiFi in all areas. Rooms at The Kusuma Resort Seminyak feature a modern Balinese décor with dark wood furniture. They are air-conditioned and have private bathroom facilities. A minibar and a safe are also provided. The Sekar Restaurant serves both international and local food. Meals can be enjoyed at the restaurant or in the comfort of guests’ rooms. Kusuma Resort Seminyak is about 7 km from Ngurah Rai International Airport and 15 km from Denpasar City. Solo travellers particularly like the location — they rated it 9.3 for a one-person stay.",8.2,1337.0,4.0
296,Ubud Lestari Villa,Ubud,1198400,https://www.booking.com/hotel/id/ubud-lestari-villa.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=296&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151659&all_sr_blocks=178335605_204055394_2_2_0_576236&highlighted_blocks=178335605_204055394_2_2_0_576236&matching_block_id=178335605_204055394_2_2_0_576236&sr_pri_blocks=178335605_204055394_2_2_0_576236_119840000&from=searchresults,"Reliable info:Guests say the description and photos for this property are very accurate. Elegant Accommodation: Ubud Lestari Villa in Ubud offers a villa with a spa, sun terrace, garden, open-air bath, restaurant, bar, outdoor swimming pool, and free WiFi. Guests enjoy a 24-hour front desk, paid shuttle service, and free on-site private parking. Comfortable Amenities: The property features air-conditioning, terrace, hot tub, balcony, private bathroom, and garden or pool views. Additional amenities include a kitchenette, bathrobes, patio, and a work desk. Free toiletries, a minibar, and a TV enhance the stay. Dining Experience: A traditional restaurant serves lunch and dinner with gluten-free options. Breakfast includes continental, American, and à la carte selections with warm dishes, juice, fresh pastries, pancakes, cheese, and fruits. Local Attractions: Located 30 km from Ngurah Rai International Airport, the villa is near Monkey Forest Ubud (4.6 km), Ubud Palace (6 km), and Tegenungan Waterfall (6 km). Yoga classes and cycling are available. Highly rated for staff and service support, swimming pool, and breakfast. Solo travellers particularly like the location — they rated it 9.1 for a one-person stay.",8.8,123.0,4.0
297,"Tanah Gajah, a Resort by Hadiprana",Ubud,10425114,https://www.booking.com/hotel/id/the-chedi-club-at-tanah-gajah-ubud.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=297&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151659&all_sr_blocks=17686402_89000973_0_1_0_876577&highlighted_blocks=17686402_89000973_0_1_0_876577&matching_block_id=17686402_89000973_0_1_0_876577&sr_pri_blocks=17686402_89000973_0_1_0_876577_1042511400&from=searchresults,"Experience world-class service at Tanah Gajah, a Resort by Hadiprana Tanah Gajah Ubud provides a relaxing getaway surrounded by rice fields. Located 3 km from central Ubud, it offers a 28-metre outdoor pool and free scheduled yoga classes. Morning rice-paddy trekking, accompanied by personal butlers, are also available. Spacious rooms comes with a private terrace and semi-outdoor bathroom. Amenities include a 32-inch flat-screen TV and Bose home theatre system. Some rooms feature a private pool with outdoor dining area. Tanah Gajah Ubud is a 1-hour drive from Ngurah Rai International Airport. Among the activities offered at the property, guests can join cooking classes or experience a unique hot air balloon ride. Other facilities include an organic farm and a gift shop. The hotel provides car rental, business services, and a 24-hour concierge. Free WiFi is provided throughout the resort. Overlooking Gunung Agung Volcano, The Tempayan and Panen Padi Lounge serves Indonesian and Western dishes prepared with fresh ingredients from the resort’s gardens. Cigars and drinks are available at The Bird Lounge, adjacent to Tanah Gajah Aviary. Solo travellers particularly like the location — they rated it 9.5 for a one-person stay.",9.4,177.0,5.0
298,Grün Canggu Garden,"Babakan, Canggu (Babakan)",1614397,https://www.booking.com/hotel/id/stilt-studios-canggu-treetop-village.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=298&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151659&all_sr_blocks=625659316_367500614_2_0_0&highlighted_blocks=625659316_367500614_2_0_0&matching_block_id=625659316_367500614_2_0_0&sr_pri_blocks=625659316_367500614_2_0_0__161439700&from=searchresults,"Elegant Accommodation: Grün Canggu Garden in Canggu offers a guest house with a swimming pool, sun terrace, and lush garden. Guests enjoy free WiFi, ensuring connectivity during their stay. Comfortable Amenities: The property features private check-in and check-out, a paid shuttle service, concierge, housekeeping, electric vehicle charging, full-day security, bicycle parking, bike hire, and free on-site private parking. Prime Location: Located 19 km from Ngurah Rai International Airport, the guest house is near attractions such as Tanah Lot Temple (11 km) and Bali Museum (14 km). Guests appreciate the scenic views and proximity to nature. Solo travellers particularly like the location — they rated it 8.6 for a one-person stay.",8.6,256.0,4.0
299,Kampung Uma Dawa Villas and Spa,Ubud,2280000,https://www.booking.com/hotel/id/kampung-uma-dawa-resort-and-spa.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=299&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151659&all_sr_blocks=936561605_376281829_4_42_0_394055&highlighted_blocks=936561605_376281829_4_42_0_394055&matching_block_id=936561605_376281829_4_42_0_394055&sr_pri_blocks=936561605_376281829_4_42_0_394055_228000000&from=searchresults,"Reliable info:Guests say the description and photos for this property are very accurate. Elegant Accommodation: Kampung Uma Dawa Villas and Spa in Tampaksiring offers a villa with a spa, swimming pool with a view, sun terrace, and lush garden. Guests enjoy free WiFi, a restaurant, bar, and outdoor seating areas. Comfortable Amenities: The property features air-conditioning, private bathrooms, kitchen facilities, and family rooms. Additional amenities include a yoga studio, children's playground, and free on-site parking. Dining Experience: The family-friendly restaurant serves Chinese, British, Indonesian, and other cuisines. Breakfast options include continental, American, and Asian, with juice, cheese, and fruits. Prime Location: Located 40 km from Ngurah Rai International Airport, the villa is near attractions such as Goa Gajah (5 km) and Ubud Palace (8 km). Guests appreciate the garden, attentive staff, and children's playground.",9.1,83.0,5.0
300,Anapuri Villas,Ketewel,10350762,https://www.booking.com/hotel/id/anapuri-villas.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=300&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151659&all_sr_blocks=151641208_0_1_1_0&highlighted_blocks=151641208_0_1_1_0&matching_block_id=151641208_0_1_1_0&sr_pri_blocks=151641208_0_1_1_0__1035076156&from=searchresults,"Experience world-class service at Anapuri Villas Reliable info:Guests say the description and photos for this property are very accurate. Offering an outdoor pool and barbecue, Anapuri Villas is set in Ketewel in the Bali Region, 18 km from Kuta. There is a games room on site and guests can enjoy the on-site bar. Ubud is 15 km from the property. All units are air conditioned and include a seating and/or dining area. Anapuri Villas also includes a spa centre, hot tub, and sauna. You can play table tennis, billiards and darts at the property, and the area is popular for golfing and horse riding. A number of activities are offered in the area, such as snorkeling, diving and fishing. Seminyak is 28 km from Anapuri Villas. The nearest airport is Ngurah Rai, 25 km from Anapuri Villas, and the property offers a free airport shuttle service.",9.5,119.0,5.0
301,Cicada Luxury Townhouses,"Petitenget, Seminyak (Petitenget)",2795100,https://www.booking.com/hotel/id/cicada-luxury-townhouses.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=301&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151659&all_sr_blocks=136131902_405200625_0_1_0&highlighted_blocks=136131902_405200625_0_1_0&matching_block_id=136131902_405200625_0_1_0&sr_pri_blocks=136131902_405200625_0_1_0__279510000&from=searchresults,"Set in the trendy Seminyak in the Bali Region, 200 metres from Petitenget Temple, Cicada Luxury Townhouses boasts a year-round outdoor pool and tropical garden with spacious sun terrace. Free WiFi is featured throughout the property and free private parking is available on site. Whether it is a studio, a suite, or a villa, the units in this property feature a modern design with elegant decor and furniture. All units are fitted with air-conditioning and a flat-screen TV. The private bathroom comes with extras such as bathrobes, slippers and free toiletries. The staff will be available to help you at the 24-hour front desk with luggage storage or currency exchange. Room service is available at this property, which also serves breakfast in room and barbecue facilities upon request. Guests can arrange for a private massage. You can engage in various activities, such as horse riding, snorkelling and diving. The resort also offers bike hire and free drop-off service within Seminyak area. Petitenget Beach is 400 metres from Cicada Luxury Townhouses, while The Seminyak Square Shopping Mall is 500 metres away. The nearest airport is Ngurah Rai International Airport, 7 km from the property. Solo travellers particularly like the location — they rated it 8.0 for a one-person stay.",9.0,322.0,4.0
302,The Sakala Resort Bali All Suites,"Tanjung Benoa, Nusa Dua",2249383,https://www.booking.com/hotel/id/the-chedi-sakala-bali-tanjung-benoa.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=302&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151659&all_sr_blocks=73000620_0_1_1_0&highlighted_blocks=73000620_0_1_1_0&matching_block_id=73000620_0_1_1_0&sr_pri_blocks=73000620_0_1_1_0__224938318&from=searchresults,"Experience world-class service at The Sakala Resort Bali All Suites Located on the southeastern coast of Bali, The Sakala Resort Bali offers a luxurious escape with two expansive outdoor pools, a spa, fitness center, kids club, and several dining options – including an all-day beachfront restaurant, a specialty dining venue, and multiple bars. Complimentary WiFi is available throughout the property. Our all-suite accommodations seamlessly blend modern design with traditional Balinese elements. Each spacious, air-conditioned suite features wooden flooring, a kitchenette, dining area, and a cozy living space with plush seating. Suites are equipped with 42-inch flat-screen cable TVs and bath amenities. Although our rooms are not directly on the beach, The Sakala Beach Club – just across a small road – offers seamless access, with our security team assisting guests to cross. The Beach Club provides all-day dining with diverse international menus for lunch and dinner. Guests can unwind at the pool bar or lounge by the infinity pool, which overlooks the ocean. Twice a week, we host vibrant evening beach events, such as BBQ nights and Balinese extravaganzas (weather permitting). The beach area is outfitted with sun loungers, umbrellas, bean bags, and the newly opened Sakala Beach Bar, quickly becoming a guest favorite. While Tanjung Benoa Beach is renowned for watersports, our hotel offers an exclusive 2,000m² swimmable area safeguarded by buoys, ensuring a secure environment for guests. In the evenings, guests are invited to savor an unforgettable culinary experience at The Terrace, our signature restaurant. This elegant venue features curated menus celebrating the rich flavors of Royal Indonesian cuisine. For a more casual option, guests can visit our Lobby Bar at any time of day to enjoy cocktails or a glass of wine. By late afternoon, the bar comes to life with live music and the glow of fire torches reflecting on the pond, creating a magical atmosphere to unwind.",8.2,745.0,5.0
303,Peneeda View Beach Hotel,Sanur,1186882,https://www.booking.com/hotel/id/peneeda-view-beach.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=303&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151659&all_sr_blocks=27180802_0_1_0_0&highlighted_blocks=27180802_0_1_0_0&matching_block_id=27180802_0_1_0_0&sr_pri_blocks=27180802_0_1_0_0__118688171&from=searchresults,"Situated on the white sands of Sanur Beach, Peneeda View Beach Hotel is a 10-minute drive from Denpasar City. Surrounded by tropical gardens, it offers a private beach area, restaurant and 4 outdoor pools. Rooms at Peneeda View are designed in a traditional Balinese style. Each room is equipped with a TV, fridge and safety deposit box. Private bathrooms come with hot and cold shower facilities. Guests can enjoy live entertainment at the music bar, or relax with a book from the library while enjoying the sea breeze. Peneeda Beach Hotel also provides massage services, a gift shop and a tour desk. Lambongan Restaurant serves local and Western specialities, while refreshments are available at the pool bar. More roadside dining options are a just a stroll away from the hotel. Peneeda View Beach Hotel is 25 km from Ngurah Rai International Airport. Solo travellers particularly like the location — they rated it 9.2 for a one-person stay.",7.9,1226.0,3.0
304,The Claremont Luxury Villas,"Petitenget, Seminyak (Petitenget)",4112196,https://www.booking.com/hotel/id/the-claremont-luxury-villas.en-gb.html?label=gen173nr-10CAEoggI46AdIM1gEaGiIAQGYATO4AQfIAQzYAQPoAQH4AQGIAgGoAgG4AsPk9cQGwAIB0gIkZjAzODQyMmMtYTE1Zi00MDJiLTk4YTQtZGMyYjkyNmRjZmE32AIB4AIB&sid=ac81507b73df4bb67ba0d6a194114c67&aid=304142&ucfs=1&arphpl=1&checkin=2025-08-30&checkout=2025-08-31&dest_id=835&dest_type=region&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=304&sr_order=popularity&nflt=ht_id%3D204%3Bht_id%3D213&srpvid=ab302af6159c052e&srepoch=1755151659&all_sr_blocks=697413201_287637239_0_42_0_1087159&highlighted_blocks=697413201_287637239_0_42_0_1087159&matching_block_id=697413201_287637239_0_42_0_1087159&sr_pri_blocks=697413201_287637239_0_42_0_1087159_411219601&from=searchresults,"Experience world-class service at The Claremont Luxury Villas Reliable info:Guests say the description and photos for this property are very accurate. Elegant Accommodation: The Claremont Luxury Villas in Badung offers a spacious, adults-only environment with a sun terrace, lush garden, and an indoor swimming pool. Guests enjoy free WiFi, a restaurant, bar, and outdoor fireplace. Comfortable Amenities: Each villa features air-conditioning, a terrace, balcony, kitchenette, and private check-in and check-out services. Additional amenities include a minimarket, fitness centre, and indoor play area. Dining Experience: Breakfast options include continental, American, full English/Irish, vegetarian, vegan, halal, and gluten-free. Dining options include Chinese, Indonesian, American, Italian, Mexican, Thai, local, and international cuisines. Prime Location: Located 10 km from Ngurah Rai International Airport, the property is near Seminyak Beach (1.7 km) and Petitenget Temple (17-minute walk). Other attractions include Kuta Square and Waterbom Bali. Solo travellers particularly like the location — they rated it 9.7 for a one-person stay.",9.4,349.0,5.0
